,quote,author,categories
9713,지혜 있는 자의 교훈은 생명의 샘이라. 사람으로 사망의 그물을 벗어나게 하느니라.,『구약성서』,"지혜, 교훈"
9714,당신은 자신에게 적당하다고 여기는 자리보다 낮은 자리를 잡아라. 다른 사람으로부터 ‘내려앉으시오’라는 말을 듣느니보다는 ‘올라앉으시오’라는 말을 듣는 편이 낫다.,『탈무드』,"지위, 자리, 처세"
9715,훌륭한 사상은 역시 훌륭한 인격에 담긴다. 작은 그릇에는 적은 음식밖에 담을 수 없듯이 인격이 작고선 큰 사상을 담을 도리가 없다.,『탈무드』,"사상, 인격"
9716,용감한 퇴각은 용감한 공훈이다.,영국 속담,"퇴각, 공훈"
9717,인간의 가치는 그 소유물에 의하는 것이 아니라 그 인격에 있다.,와일드,"인간, 인격"
9718,우리의 가장 확실한 보호자는 재능이다.,L.C. 보브나르그,재능
9719,쓸쓸한 듯이 과거를 돌아보지 마라. 그것은 두 번 다시 되돌아오지 않으므로 주저하지 말고 현재를 개선하라.,H.W. 롱펠로,"과거, 현재, 개선"
9720,나는 다른 사람의 행동을 비웃거나 탄식하거나 싫어하지 않았다. 오로지 이해하려고만 하였다.,B. 스피노자,"사람, 행동, 이해"
9721,"당신을 해친 자는 당신보다 강했거나 약한 자였다. 그가 당신보다 약한 자였다면 그를 용서하고, 그가 당신보다 강한 자였다면 당신 자신을 용서하라.",세네카,"용서, 강자, 약자"
9722,사람이란 그 얼굴이나 용맹이나 조상이나 문벌을 가지고 이야기할 것이 아니다. 다만 독서한 학문인이라야 더불어 이야기할 수 있느니라.,공자,"독서, 학문"
9723,독서는 집안을 일으키는 근본.,『명심보감』,독서
9724,군중 앞에서 남을 창피하게 만드는 것은 피를 흘리는 것과 같은 것이다.,『탈무드』,"망신, 창피, 인간관계"
9725,극형(極刑)을 언도하기 전의 판사는 자기 목이 매달려지는 것 같은 심정이어야 한다.,『탈무드』,"판사, 판결"
9726,배신자는 죄인의 기생충이다.,사르트르,배신자
9727,우리 인류에 대한 최대의 죄는 그들을 미워하는 것이 아니라 무관심에 있다. 그것은 비인간성의 정수(精髓)이다.,버나드 쇼,"인류, 죄(sin), 무관심"
9728,"문명인은 철도 객차를 만들어 내었으나, 자기의 두 다리를 못쓰게 했다.",에머슨,"문명, 사람, 철도"
9729,"철학의 궁극적인 임무는 일반적인 이성의 지도자, 감시인이 되는 일이다.",슈바이처,"철학, 이성(reason)"
9730,사치는 가난이나 마찬가지로 악덕이다. 우리들의 목표는 풍부하게 소유하는데 있는 것이 아니고 풍성하게 존재하는 것이어야 한다.,카를 마르크스,"사치, 악덕, 인생"
9731,모든 덕 가운데서 가장 강하고 고결하고 자랑스러운 것은 진정한 용기다.,몽테뉴,"덕(virtue), 용기"
9732,"백성을 살리기 위한 방도를 쓰다가 우연한 결과로 백성을 죽이는 일이 생긴다 해도, 백성은 비록 죽는 한이 있더라도 그 죽인 자를 원망하지 않는다.",맹자,"백성, 원망, 정치"
9733,인간의 참된 신앙이란 휴식을 취하기 위한 것이다. 그것은 오로지 삶에 대한 힘을 얻기 위해서이다.,존 러스킨,"신앙, 휴식, 삶"
9734,일반적으로 우리들이 남을 칭찬하는 것은 결국 우리 자신이 칭찬 받으려는 기대에서 비롯되는 것이다.,라 로시푸코,"칭찬, 자기자신"
9735,인연은 언제 어디서 나타날지 모르는 법이다. 집에 왔는데 그 여자 생각이 난다. 그러면 시작인 것이다.,김수미,"인연, 사랑"
9736,"단순히 암기해서 얻은 지식은 지식이 아니며, 부단히 노력해서 얻은 지식만이 진정한 지식이다.",톨스토이,"암기, 지식"
9737,대화에서는 사리분별을 가려서 말을 하는 것이 웅변에서 청중을 사로잡는 것보다 더 중요하다.,발타자르 그라시안,"대화, 말(words), 웅변"
9738,요란스러운 옷은 못 쓴다. 옷은 바로 그 사람의 인품을 나타내 보인다.,셰익스피어,"옷(clothes), 인품"
9739,사람의 괴로움이 그다지 크지 않을 때는 그것에 대한 말을 꺼낼 수 있지만 그 괴로움이 너무 크면 아예 입을 열 수조차 없다.,세네카,"괴로움, 말(words)"
9740,"부귀도 명예도, 그리고 지식도 미덕도 사랑도 건강이 없으면 모두 낡고 사라져 버린다.",몽테뉴,"건강, 삶"
9741,"지혜로운 사람은 보석으로 존중받기도 원치 않으며, 돌로 무시 받기도 원치 않는다.",노자,"지자, 존중, 무시"
9742,"소유할 수 있는 책 전부를 읽을 수 없는 한, 읽을 수 있는 만큼의 책만을 소유하면 충분하다.",세네카,"책(book), 독서"
9743,어떤 사람들은 책의 가치를 그 두께로 평가한다.,그라시안,책(book)
9744,내일의 행복을 위해 오늘의 행복을 희생시켜서는 안된다. 그러면 내일도 불행해 진다.,마광수,"행복, 오늘, 내일"
9745,가리지 말고 골고루 먹어야 건강에 좋다고들 하지만 그렇게 먹으면 병에 걸린다.자신의 혓바닥을 믿고서 입맛에 당기는 것만 골라 먹어야 병에 안걸린다.,마광수,"편식, 건강, 식사"
9746,참된 위인의 최초의 테스트는 그 겸손에 있다.,J. 러스킨,"위인, 겸손"
9747,현자의 목표는 환락의 획득에 있지 않고 고통의 회피에 있다.,아리스토텔레스,"현자, 고통"
9748,바보는 결코 걱정하지 않는다.,괴테,"바보, 걱정"
9749,좋은 결과를 얻고 싶다면 몸으로 연습하는 것과 꼭 같이 마음속으로도 연습할 필요가 있다.,앤드류 매튜스,"결과, 연습"
9750,웃으면 사람의 몸과 마음을 이롭게 하는 온갖 경이로운 일들이 일어난다.,앤드류 매튜스,웃음
9751,야심은 실패의 최후의 피난처이다.,와일드,"야심, 실패"
9752,인내는 정의의 일종이다.,아우렐리우스,"인내, 정의"
9753,무수한 사람들 가운데는 나와 뜻을 같이할 사람이 한 둘은 있을 것이다. 그것으로 충분하다. 공기를 호흡하는 데는 창문 하나로도 족하다.,로망 롤랑,"뜻, 생각, 의견, 사상"
9754,"남의 험담을 하면, 곧 당신의 험담이 돌아오는 줄 알아라.",헤시오도스,"험담, 말(words)"
9755,"인간에게 필요한 가장 중요한 지식은 어떻게 살 것인가, 어떻게 하면 악을 멀리하고 선을 더 많이 행할 수 있는가 하는 것이다.",르네 데카르트,"인간, 지식, 삶, 선행"
9756,"진정한 어려움은 우리가 필요로 하는 목표를 결정하는 것이 아니라, 그것들을 어떻게 설정하는가 하는 것이다.",피터 드러커,"목표, 어려움"
9757,작은 일을 할 때도 큰 그림을 그리며 실행하라 그래야 올바른 방향을 갈 수 있다.,앨빈 토플러,"일(work), 방향"
9758,어떠한 역경속에서도 승리함으로써 자기 능력을 드러내는 것이야 말로 진정한 리더이다.,조지 마셜,"역경, 리더(leader)"
9759,모든 위대한 성과는 현실 이전에 비전이었다.,헨리 키신저,"성과, 비전(vision)"
9760,병사라는 존재는 훈장 쪼가리 하나를 위해 길고 긴 전쟁을 한다.,나폴레옹 보나파트,"병사, 전쟁"
9761,"보물은 부(富)요, 쾌락은 감미롭고, 고통 뒤의 즐거움이 달다.",존 드라이든,"쾌락, 고통, 즐거움"
9762,어떤 변화의 방법이 없는 국가는 보존의 방법도 없다.,에드먼드 버크,"국가, 변화"
9763,"정의는 나라를 높이지만, 죄는 민족을 욕되게 한다.","성경, 잠언 14:34","정의, 국가, 죄(sin), 민족"
9764,천재는 샘 분비의 과잉에 지나지 않는 것 같다.,임어당,천재
9765,자만을 평민을 최고의 귀족과 같게 만들려고 한다.,보브나르그,자만
9766,"전쟁은 자존심의 아들이요, 자존심은 부자의 딸이다.",스위프트,"전쟁, 자존심"
9767,대화를 할 줄 모르는 사람은 민주주의를 할 준비가 되어 있지 않은 사람입니다. 그리고 들을 준비가 되어 있지 않은 사람은 대화의 파트너로서의 자격이 없는 사람입니다. 경청이야말로 최고의 대화인 것입니다.,김대중,"대화, 민주주의, 경청"
9768,"책은 비장된 이 세계의 재산이요, 세대에 알맞는 민족의 상속 재산이다.",H.D. 도로,"책(book), 재산"
9769,어리석은 사람은 이름난 작가의 것이라면 무엇이든지 찬미한다. 나는 오직 나를 위해서만 읽는다.,볼테르,"독서, 자기자신"
9770,"재난에는 두 종류가 있다. 즉, 우리에게는 불운을. 다른 사람에게는 행복을.",비어스,"재난, 불운, 행복"
9771,사는 것은 생각하는 것이다.,키케로,"삶, 생각"
9772,"내가 먹는 것은 내가 벌고, 내가 입는 것은 내가 구하고, 아무도 미워하지도 않고, 남의 행복을 샘내지도 않으며, 남의 좋은 일을 기뻐하고, 내 어려움을 만족한다.",셰익스피어,"삶, 생활, 인생살이"
9773,인생을 소신껏 살 수 있다는 것이야말로 단 하나의 성공이다.,C. 몰리,"인생, 소신, 성공"
9774,귀를 막아 가난한 자의 부르짖는 소리를 듣지 아니하면 자기가 부르짖을 때에도 들을 자가 없으리라.,『구약성서』,"가난, 나눔"
9775,능력과 욕망이 조화된 사람일수록 절대적으로 행복한 사람이라고 할 수 있다.,J.J. 루소,"사람, 행복"
9776,두 번 읽을 가치가 없는 책은 한 번 읽을 가치도 없다.,베버,"책(book), 독서"
9777,배운다는 것은 당신이 이미 아는 것을 찾아내는 것이다. 행한다는 것은 당신이 알고 있다는 것을 증명하는 것이다.,리처드 바크,"배움, 실행"
9778,한 가지 일이 늦어지면 만사가 늦어진다.,H. 게도,"일(work), 만사"
9779,뛰기 전에 보라.,T. 헤이우드,"실행, 목표, 준비"
9780,지혜를 버리지 마라. 그가 너를 보호하리라. 그를 사랑하라. 그가 너를 지키리라. 지혜가 제일이니 지혜를 얻어라. 무릇 너의 얻은 것을 가져 명철을 얻을지니라.,『구약성서』,"지혜, 보호"
9781,좋은 책은 인류에게 불멸의 정신이다.,존 밀턴,"책(book), 정신"
9782,혼자 있는 사람은 모두 약속을 지키는 인간이다.,코르네이유,"혼자, 약속"
9783,인간의 자유를 빼앗는 것은 폭군이나 악법보다도 실로 사회의 습관이다.,J.S. 밀,"인간, 자유, 사회, 습관"
9784,"자기를 초월하여 허심 탄회하게 처세하면 누가 나를 탓하랴. 도(道)를 좇지 않고 꾀만 부리면 반드시 파탄이 오고, 착한 마음씨를 갖지 않고 재간만 부리는 자는 반드시 궁지에 몰리리라.",『회남자』,"처세, 자기자신"
9785,"상호 신뢰와 상호 협조로서 위대한 업적이 이루어지며, 위대한 발견도 생긴다.",호메로스,"신뢰, 협조"
9786,모든 동물에 있어서 가장 큰 욕망은 육욕과 기아이다.,애디슨,"동물, 욕망"
9787,질투 많은 사람들의 사랑은 증오처럼 되어 있다.,몰리에르,"질투, 사랑"
9788,고통에는 한도가 있지만 공포에는 한도가 없다.,플리니우스,"고통, 공포"
9789,누구도 무서워하지 않는 자는 누구나가 무서워하는 자에게 뒤떨어지지 않는 강한 자다.,실러,"두려움, 강자"
9790,가난함은 신체의 내부에서 비치는 아름다운 빛과 다름없다.,릴케,"청빈, 가난"
9791,예는 자신을 스스로 낮추어 남을 존경하는 것이다.,예기(禮記),"예(etiquette), 존경"
9792,"행복을 자기 자신 밖에서 발견하려고 하는 사람은 잘못된 사람이다. 현재의 생활, 또는 미래의 생활, 그 어느 것에 있어서나 자기 자신 이외의 것에서 행복을 구하려는 것은 잘못된 것이다.",소크라테스,"행복, 자기자신"
9793,자기의 할 일을 발견하고 일에 신념을 지닌 사람은 행복하다.,T. 칼라일,"일(work), 직업, 신념, 행복"
9794,불운만큼 우리의 영혼에 자극을 주고 수확을 가져다주는 것도 없다.,H. 헤세,"불운, 영혼"
9795,자신의 자유를 보장받으려는 사람은 반드시 자신의 적까지도 억압으로부터 보호해야 한다. 이 의무를 저버린다면 결국 스스로 쌓은 전례가 자신에게로 돌아갈 것이기 때문이다.,토머스 페인,"자유, 적(enemy), 억압"
9796,교육의 목적은 인간성의 조화적 발달에 있다.,페스탈로치,"교육, 인간성"
9797,성공이란 그 결과로 측정되기보다는 그것에 소비한 노력의 총계로 따져야 할 것이다.,토머스 에디슨,"성공, 결과, 노력"
9798,증오는 협박을 당한 데 대한 겁쟁이의 복수심이다.,B. 쇼,"증오, 겁쟁이"
9799,생각에 부끄럽지 않은 것을 말하기 부끄러워하지 말라.,몽테뉴,"말(words), 부끄러움"
9800,우리처럼 오랫동안 특권을 향유해 온 사람들은 그것을 쟁취하기 위해 사람이 죽었다는 것을 잊어버린다.,프랭클린 D. 루즈벨트,"특권, 쟁취, 죽음"
9801,"존경을 담은 살인도, 온화한 파괴수단도 없다. 전쟁에 좋은 것이란 존재하지 않는다. 전쟁의 종결을 제외하고.",에이브러햄 링컨,전쟁
9802,인간은 이웃이 돈을 쌓는 것을 부러워 한다.,헤시오도스,"인간, 이웃"
9803,"말은 자국, 행위는 침묵, 순종은 맹목이다.",실러,"말(words), 행위, 순종"
9804,우리들은 때때로 인간의 미덕에서 보다도 잘못에서 더 많은 것을 배운다.,롱펠로우,"잘못, 배움"
9805,"초대를 거절하는 것은 매우 좋은 일이지만, 우선 초대를 받을 때까지 기다리는 것도 좋은 일이다.",처어칠,"초대, 인간관계"
9806,망했을 때는 친구 집에 가도 좋지만 자매(姉妹) 집에는 가지 말라.,인도 속담,"친구, 자매"
9807,"사랑은 매미 같은 것, 당장 마음에서 혓바닥으로 옮겨 간다.",독일 속담,"사랑, 말(words)"
9808,사랑의 시작과 종말은 양편이 다 자기 자신의 고독함을 발견했을 때 당황하는 것으로 드러난다.,라 브위에르,"사랑, 고독"
9809,오직 사랑이라고 하는 이른바 순정뿐인 연애에서조차도 사랑의 표현에 관한 요령은 필요한 것이다.,도스토예프스키,"사랑, 연애"
9810,남의 결점을 지적하더라도 결코 듣기 싫은 말은 사랑으로써 해야 할 것입니다.,안창호,"결점, 충고"
9811,"평소에 공손(恭遜)하고, 일을 하는데 신중(愼重)하고, 사람을 대하는데 진실하라. 그러면 비록 오랑캐 땅에 간다 할지라도 버림받지 않을 것이다.",공자(孔子),"공손, 처세"
9812,"독불장군이 되면 될수록 그만큼 자신의 위치가 흔들리는 법이며, 자신을 낮게 하면 할수록 위치는 견고하게 되는 법입니다.",톨스토이,"독불장군, 처세"
9813,"목표가 있거든 그것이 이미 성취된 것처럼 무의식에 새겨 넣어라. 목표가 이미 이루어졌다고 상상하는 사이, 내면의 마음은 당신이 원하는 마지막 결과를 만드는 작업에 착수할 것이다.",앤드류 매튜스,"목표, 성취"
9814,생명의 자랑은 늘 신선하고 기운찬 점에 있다. 사람은 일생을 통하여 완성했다는 순간은 없는 것이다.,알랭,"생명, 사람, 완성"
9815,이 시대는 광적으로 기술혁신을 추구하고 있다. 이제 세계의 모든 비즈니스는 새로운 방식으로 운용될 것이다. 사람들 또한 새로운 방식으로 다뤄야 할 것이다.,새뮤얼 존슨,"시대, 기술"
9816,"높은 산에 올라가 보지 않으면 하늘이 얼마나 높은지 알 수 없고, 성인들이 남기신 말을 들어보지 않으면 학문이 얼마나 깊고 넓은지를 알지 못한다.",순자(筍子),"경험, 말(words), 학문"
9817,"비즈니스나 삶의 게임에 도덕적 지름길은 없다. 세상에는 기본적으로 3종류의 사람, 즉 성공하지 못하는 사람, 일시적으로 성공하는 사람, 성공하고 그 성공을 유지하는 사람이 있다. 그 차이는 성품에 있다.",존 헌츠먼,"성공, 도덕, 성품"
9818,우리는 태어나서 죽을 때까지 매일 한 페이지 한 페이지를 창작해 간다.,모리스 메테르링크,"인생, 창작"
9819,인생은 자신을 찾는 것이 아니라 자신을 창조하는 것이다.,조지 버나드 쇼,"인생, 자기자신"
9820,운명은 준비되어 있는 것이 아니라 스스로 결정하는 것이다.,아놀드 토인비,"운명, 결정"
9821,독서는 작가의 지혜가 끝나는 곳에서 우리의 지혜가 시작되는 행위다.,마르셀 프루스트,"독서, 지혜"
9822,훌륭한 마음을 갖는 것으로는 충분치 않다. 중요한 것은 그 마음을 잘 쓰는 것이다.,데카르트,"마음, 행동"
9823,"당신이 너무나도 하고 싶어하는 일을 하기 시작하는 순간, 당신의 인생에서 '일'이라는 것은 더 이상 존재하지 않게 된다.",브라이언 트레이시,"일(work), 직업, 인생"
9824,"나는 게으름을 피우는 것에 선천적인 혐오감이 있다. 시간은 지나가버리면 그만이다. 사람은 보통 적당히 게으르고 싶고, 적당히 재미있고 싶고, 적당히 편하고 싶어한다. 그러나 그런 '적당히'의 그물 사이로 귀중한 시간을 헛되이 빠져나가게 하는 것처럼 우매한 짓은 없다.",정주영,"게으름, 사람, 시간"
9825,"정신은 계량할 수도, 눈에 보이는 것도 아니지만 바로 그 보이지 않는 정신이 일의 성패를 좌우한다.",정주영,"정신, 일(work)"
9826,"타인의 생활과 비교하지 말고, 그대 자신의 생활을 즐겨라.",콩도르세,"생활, 삶, 즐거움"
9827,"살았다, 썼다, 사랑했다.",스탕달,인생
9828,"인생은 낯선 땅에서의 권투이다. 그리고, 뒤따르는 명성은 망각되기 쉬운 것이다.",아우렐리우스,"인생, 명성"
9829,재산을 가지고도 그것을 즐기지 못하는 사람은 황금을 나르고 엉겅퀴를 먹는 당나귀와 같다.,T. 풀러,"재산, 즐거움"
9830,가난은 불붙은 옷.,터키 속담,가난
9831,"적은 돈을 빈 것은 채무자를 낳고, 많은 돈을 빈 것은 적을 낳는다.",시루스,"돈(money), 채무, 적(enemy)"
9832,"자녀가 있는 사람은 행복하지 않지만, 자녀가 없는 자도 불행하지는 않다.",프랑스 속담,"자녀, 행복, 불행"
9833,사랑이 없는 인생은 죽음과 같다.,M. 루터,"사랑, 인생"
9834,사랑할 수 있다는 것은 모든 것을 할 수 있다는 것이다.,안톤 체호프,사랑
9835,사랑은 아낌없이 주는 것이다.,톨스토이,사랑
9836,선(善)으로 꾸짖는 것은 친구의 도리이다.,맹자(孟子),"충고, 친구"
9837,군자는 의(義)로 넓게 공평하게 차별 없이 사귄다. 이와 달리 소인은 이해와 감정에 사로잡혀 편벽되게 사귀며 넓고 공정하게 사귀지 못한다.,『논어』,"군자, 사귐, 소인"
9838,역경을 당했을 때 비로소 참다운 벗을 안다.,키케로,"역경, 친구"
9839,"올바른 도리를 돈독하게 지키지 못하며, 사물을 널리 분별하지 못하며, 옳고 그름을 살피어 분간하지 못하는 자는 더불어 놀 만한 사람이 되지 못한다.",묵자,"교제, 사귐"
9840,벗이 참다운지 아닌지를 알아보는 것은 진지한 원조와 막대한 희생을 요구하는 경우가 가장 좋다. 그다음으로는 방금 당한 불행을 벗에게 알리는 순간이다.,쇼펜하우어,"벗(friend), 원조, 희생"
9841,서로 작은 결점을 용서할 마음이 없고선 온전한 우애를 이룰 수 없다.,라브뤼예르,"결점, 우정"
9842,좋은 친구가 생기기를 기다리는 것보다 스스로 누군가의 친구가 되었을 때 행복하다.,러셀,"친구, 행복"
9843,"남의 속임수를 알더라도 말하지 않으며, 남에게 모욕을 당하더라도 안색이 변하지 않으면 이 가운데 깊은 뜻이 있고 한없는 덕이 있다.",『채근담』,덕(virtue)
9844,"좋은 약은 입에 쓰지만 병에 이롭고, 충고하는 말은 귀에 거슬려도 행함에 이롭다.",사마천,"약(medicine), 충고, 충언"
9845,선량한 사람끼리라야만 친구가 될 수 있다. 나쁜 사람은 선량한 사람과 친구가 될 수 없을 뿐 아니라 나쁜 사람과도 친구가 될 수 없다.,플라톤,"선인, 친구, 악인"
9846,노인들이 세상을 개탄하고 세속을 비꼬는 태도는 필연적으로 청년들의 반역을 조성한다.,임어당,"노인, 청년"
9847,보기 흉한 사랑은 없다. 깨끗한 석탄 부대도 없다.,네덜란드 속담,사랑
9848,연애하는 사람은 가끔 다른 사람에게는 눈이 없었으면 하고 생각한다.,스웨덴 속담,"연애, 사람"
9849,사랑이 충족되면 그 매력은 모두 사라진다.,코르네이유,"사랑, 매력"
9850,밤이 어두울 때에 더 많은 별을 본다.,토마스 에디슨,"어둠, 별(star), 고난, 희망"
9851,수면은 피로한 마음의 가장 좋은 약이다.,미겔 데 세르반테스,"수면, 피로"
9852,키스는 지혜보다 더 좋은 운명이다.,E.E. 커밍스,"키스, 운명"
9853,사랑은 모든 것을 극복한다.,힐티,"사랑, 극복"
9854,"진실이 있는 말은 결코 아름답게 장식하지 않고, 화려하게 장식한 말은 진실이 없는 법이다.",노자(老子),"말(words), 진실"
9855,도움을 받거나 은혜를 얻는 것도 최소한의 선에서 그치도록 하라. 너무 복잡한 인연을 맺으면 거미줄에 걸리고 만다. 독립성은 모든 선물을 포기해서라도 반드시 지켜야할 귀중한 것이다.,발타자르 그라시안,"인연, 독립성"
9856,"육체의 욕망, 교만, 욕심은 사람이 갖고 있는 세 가지 유혹이다. 이것 때문에 갖가지 불행이 인류의 무거운 짐이 되고 있다. 이 무서운 병을 고치는 방법은 오직 한 가지니 곧 수양(修養)이다.",프란시스 베이컨,"육욕, 욕망, 욕심, 유혹, 수양"
9857,나는 좋은 생각이 머리에 떠오를 때는 언제나 메모를 해둔다. 목표 달성을 위하여 매우 중요한 일이다. 당신은 적극적인 생각이 떠오를 때마다 그것을 즉시 기록해 둘 수 있도록 항상 종이를 준비해 두라.,로버트 슐러,"메모, 목표"
9858,이성(理性)에 대한 존경이 있는 그곳에는 또한 자유에 대한 존경이 있다. 자유에 대한 존경이 있고서야 비로소 인간은 아름다운 것으로 될 수 있다.,존 러스킨,"이성(reason), 자유, 존경"
9859,이 세상에서 가장 행복한 사람은 작은 재산을 가지고 만족해하는 사람이다. 위대한 사람과 야심이 많은 사람은 이런 점에서 가장 비참한 사람이다. 그들은 행복해지기 위해서 한없는 재산을 끌어 모을 필요가 있기 때문이다.,라 로시푸코,"행복, 재산"
9860,"독약은 냄새부터 좋지 않은 데 반해, 정신적인 독약은 안타까우리만큼 매혹적으로 보입니다.",톨스토이,"정신, 독약"
9861,세상에서 가장 아름답고 소중한 것은 보이거나 만져지지 않는다. 단지 가슴으로만 느낄 수 있다.,헬렌 켈러,"아름다움, 소중함"
9862,"지옥을 만들어 내는 존재를 생각해 보라. 인류의 대다수가 끔찍스러운 영겁의 형벌을 받도록 되어 있다는 것을 미리 분명히 알면서, 따라서 그렇게 할 의도를 가지고서 인류를 창조한 존재를 생각해 보라. 도덕적 선악을 조금이라도 느낄 줄 아는 사람이라면 누구나 이런 생각을 내 아버지만큼 분하게 여기면서 바라보게 될 시대가 가까워 오고 있다고 나는 믿는다.",존 스튜어트 밀,"신(god), 인류, 창조"
9863,산다는 것은 곧 고통을 치른다는 것과 같다. 그러므로 성실한 사람일수록 자신에게 이기려고 애를 쓰는 법이다.,나폴레옹,"삶, 고통, 자기자신"
9864,살아있는 동안 위대했던 사람은 죽은 뒤에는 두배나 위대해 진다.,토마스 칼라일,"위인, 죽음"
9865,세계의 절반은 나머지 절반이 꿈을 꿀 수 있도록 땀을 흘리고 신음해야 한다.,헨리 워즈워스 롱펠로,"세계, 희생"
9866,"전쟁이 평화 중간중간에 일어나는 것인지, 평화가 전쟁 중간중간에 찾아오는 것인지.",조르주 클레망소,"전쟁, 평화"
9867,기도 시간은 무한한 존재 곧 신에 대한 자신의 마음자세를 점검하는 시간이다.,톨스토이,"기도, 마음"
9868,기도하지 않고 기독교인이 된다는 것은 숨쉬지 않고 사는 것처럼 불가능한 일이다.,마틴 루터,"기도, 기독교"
9869,흔히 사람들은 기회를 기다리고 있지만 기회는 기다리는 사람에게 잡히지 않는 법이다. 기회를 기다리는 사람이 되기전에 기회를 얻을 수 있는 실력을 갖춰야 한다.,안창호,"기회, 실력"
9870,많은 것을 아는 바보는 아무 것도 모르는 사람보다 두 배 더 멍청하다.,몰리에르,"바보, 앎"
9871,청년은 노인을 바보라고 생각하지만. 노인은 청년을 바보라고 생각한다.,게리 채프먼,"청년, 노인"
9872,"자기의 능력이나 실력은 생각하지 않고, 단숨에 몇 계단을 뛰어 올라가려는 사람은 성공하지 못한다.",데일 카네기,"능력, 실력, 성공"
9873,내 그리운 추억은 바위보다 무겁다.,보들레르,"그리움, 추억"
9874,외모나 재산에 연연하지 마라. 언젠가는 사라진다. 그대를 미소짓게 할 수 있는 사람을 선택하라. 미소는 우울한 날을 밝은 날로 만들어주는 능력을 갖고 있다.,틱낫한,"외모, 재산, 미소"
9875,"사안에 대한 여러 가지 선택이 존재할 때는, 본질과 직접적인 관련이 있는 것들만 고려해서 판단을 내리면 옳은 결정을 할 수 있다.",안철수,"선택, 판단, 결정"
9876,단기적인 이익이나 승부에 집착하다보면 당장에는 작은 이익을 볼 수 있을지 몰라도 장기적으로 보면 실패할 가능성이 높아진다. 눈앞의 순간적인 이익에 연연하기보다는 장기적인 관점에서 옳은 쪽으로 판단하고 차근차근 일을 진척시켜 나가는 것이야말로 결국 참된 성공에 이르는 길이라고 믿는다. 성공이라는 본질 자체가 단기적인 것이 아니기 때문이다.,안철수,"이익, 성공"
9877,"빈 마음 그것을 무심이라고 한다. 빈 마음이 곧 우리들의 본마음이다. 무엇인가 채워져 있으면, 본마음이 아니다. 텅 비우고 있어야 거기 울림이 있다. 울림이 있어야 삶이 신선하고 활기 있는 것이다.",법정(法頂),"마음, 무심, 삶"
9878,역사는 언제나 난관을 극복하려는 의지와 용기가 있는 국민에게 발전과 영광을 안겨다 주었다.,박정희,"역사, 국민"
9879,남자는 대체로 자기 아내가 그리스어를 지껄이고 있는 것보다 자기 식탁에 맛있는 요리를 놓아 주는 것을 더 좋아한다.,S. 존슨,"남자, 아내"
9880,"우리가 사랑할 때는 사랑하지 않고, 우리가 사랑하지 않고 있을 때는 사랑한다. ...이것이 여자의 본성이다.",세르반테스,"사랑, 여자"
9881,"여자를 아름답게 만드는 것은 신이요, 여자를 매혹적으로 만드는 것은 악마이니라.",위고,"여자, 신(god), 악마"
9882,정신적인 정열은 육욕을 추방한다.,다빈치,"정열, 육욕"
9883,인간은 기계이다. 약간이라도 닿으면 욕정이 끌어오르는 기계이다.,모파상,"인간, 욕정"
9884,약혼이란 실은 젊은 아가씨의 성교육을 점진적으로 행한다는 목적을 갖고 있다. 그런데 가끔 사회의 풍습은 약혼자끼리의 지나친 정결을 강요한다.,보봐르,약혼
9885,제짝이 나타날 때까지 결혼은 기다려야 한다. 그런데 대부분의 소녀들은 중고차를 고를 때보다 더 소홀하게 남편감을 고른다.,헨리 루이스 멩켄,"결혼, 소녀"
9886,"결혼은 포위된 요새이다. 밖에 있는 자들은 안으로 들어오고 싶어 하고, 안에 있는 자들은 밖으로 나가고자 한다.",중국 속담,결혼
9887,지혜로운 자와 동행하면 지혜를 얻고 미련한 자와 사귀면 해를 받느니라.,『구약성서』,"지혜, 사귐"
9888,"감사는 갚아야 할 의무이지만, 누구도 그것을 기대할 권리는 없다.",J.J. 루소,"감사, 의무"
9889,사람은 누구나 친구의 팔 가운데에 휴식처를 구하고 있다. 그곳에서라면 슬픔을 마음껏 털어놓을 수 있기 때문이다.,괴테,"사람, 친구"
9890,벗의 대접을 받는 일은 천천히 하고 벗이 어려움에 부닥쳐 있을 때에는 서둘러 가라.,H.D. 소로우,"벗(friend), 어려움"
9891,"참된 친구는 자유롭게 흉금을 털어놓고, 정당하게 충고하고, 때맞추어 돕고, 대담하게 모험하고, 끈기 있게 참고, 용감하게 막아주고, 변함없이 우정을 계속한다.",W. 펜,"친구, 우정"
9892,불행에 굴복하는 일이 있어서는 안 된다. 그보다도 대담하게 적극적이며 과감하게 불행에 도전할 일이다.,베르길리우스,"불행, 굴복"
9893,사람은 눈앞에 보이는 것만 바라보고 살아가는 것이 아니다. 좀 더 먼 곳을 바라보며 미래 속에 잠긴 꿈을 바라보며 살아간다.,릴케,"삶, 미래, 꿈(dream)"
9894,인간은 행복하지 않다. 그러나 항상 미래의 행복을 기대하는 존재다.,A. 포프,"인간, 행복, 미래"
9895,전쟁은 누가 옳느냐를 가리는 게 아니다. 누가 남느냐를 가린다.,버트런드 러셀,전쟁
9896,정복당할 것을 두려워하는 자는 패배를 확신하고 있다.,나폴레옹 보나파트,"정복, 두려움, 패배"
